symbol,name,sector,impact,first_hop
BEN,Franklin Resources,Financials,8.811709617740017e-06,3
BG,Bunge Global,Consumer Staples,8.808545710529795e-06,3
EFX,Equifax,Industrials,7.862518424502888e-06,3
WYNN,Wynn Resorts,Consumer Discretionary,7.284459409499047e-06,3
TPR,"Tapestry, Inc.",Consumer Discretionary,7.2379031345224155e-06,3
AME,Ametek,Industrials,7.017495956792873e-06,3
SCHW,Charles Schwab Corporation,Financials,6.989032182015749e-06,3
CMCSA,Comcast,Communication Services,6.950314219358259e-06,3
EPAM,EPAM Systems,Information Technology,6.844033259243255e-06,3
BXP,"BXP, Inc.",Real Estate,6.406117056176934e-06,3
HLT,Hilton Worldwide,Consumer Discretionary,6.398872776988993e-06,3
BAX,Baxter International,Health Care,6.394605007170499e-06,3
GNRC,Generac,Industrials,6.139882797974177e-06,3
CDW,CDW Corporation,Information Technology,6.124587179924878e-06,3
BK,BNY Mellon,Financials,5.93428144107771e-06,3
APD,Air Products,Materials,5.580357887790981e-06,3
ADBE,Adobe Inc.,Information Technology,5.337445864578305e-06,3
HST,Host Hotels & Resorts,Real Estate,5.305448655457491e-06,3
DECK,Deckers Brands,Consumer Discretionary,5.034960497037308e-06,3
DG,Dollar General,Consumer Staples,5.004649666725785e-06,3
CVS,CVS Health,Health Care,4.09705318458527e-06,3
AES,AES Corporation,Utilities,4.043900138987543e-06,3
PCAR,Paccar,Industrials,4.015393883806883e-06,3
DVA,DaVita,Health Care,3.893481011379763e-06,3
MRNA,Moderna,Health Care,3.8651964440676e-06,3
STE,Steris,Health Care,3.864068474095797e-06,3
DPZ,Domino's,Consumer Discretionary,3.860426711667272e-06,3
FTNT,Fortinet,Information Technology,3.7251862335701974e-06,3
UNH,UnitedHealth Group,Health Care,3.7089445594885683e-06,3
IBM,IBM,Information Technology,3.672868827436392e-06,3
CNC,Centene Corporation,Health Care,3.4191413095432215e-06,3
PYPL,PayPal,Financials,3.2704032563931487e-06,3
CBRE,CBRE Group,Real Estate,3.161692921315609e-06,3
HUM,Humana,Health Care,3.144667012152688e-06,3
GOOGL,Alphabet Inc. (Class A),Communication Services,2.8463171435337555e-06,3
GOOG,Alphabet Inc. (Class C),Communication Services,2.818301446508502e-06,3
FFIV,"F5, Inc.",Information Technology,2.6451518589090677e-06,3
MOS,Mosaic Company (The),Materials,2.3695674190900856e-06,3
VRTX,Vertex Pharmaceuticals,Health Care,2.3564134760768904e-06,3
XYL,Xylem Inc.,Industrials,2.066996281920686e-06,3
EBAY,eBay Inc.,Consumer Discretionary,2.0560793620444544e-06,3
GPN,Global Payments,Financials,1.9269786513082612e-06,3
REGN,Regeneron Pharmaceuticals,Health Care,6.813741666229626e-07,3
HSIC,Henry Schein,Health Care,6.658621725969485e-07,3
FICO,Fair Isaac,Information Technology,0.0,-1
F,Ford Motor Company,Consumer Discretionary,0.0,-1
EXPD,Expeditors International,Industrials,0.0,-1
NWSA,News Corp (Class A),Communication Services,0.0,-1
NWS,News Corp (Class B),Communication Services,0.0,-1
GEHC,GE HealthCare,Health Care,0.0,-1
GEN,Gen Digital,Information Technology,0.0,-1
NKE,"Nike, Inc.",Consumer Discretionary,0.0,-1
GDDY,GoDaddy,Information Technology,0.0,-1
FSLR,First Solar,Information Technology,0.0,-1
FOX,Fox Corporation (Class B),Communication Services,0.0,-1
FOXA,Fox Corporation (Class A),Communication Services,0.0,-1
LVS,Las Vegas Sands,Consumer Discretionary,0.0,-1
LULU,Lululemon Athletica,Consumer Discretionary,0.0,-1
LYV,Live Nation Entertainment,Communication Services,0.0,-1
