symbol,name,sector,event_day_return,model_predicted,actual_post_event
ADSK,Autodesk,Information Technology,-0.028597440017372286,-0.00013161103751841132,-0.0008947438318368528
GL,Globe Life,Financials,-0.03356067944231556,-0.00013099992360188881,-0.07243837526427122
NVR,"NVR, Inc.",Consumer Discretionary,-0.014470051677203158,-0.00012326018604007487,-0.015757866917753893
CBRE,CBRE Group,Real Estate,-0.056283233966108986,-0.00012036961886894302,-0.0598123687218503
SNPS,Synopsys,Information Technology,-0.04259749647371348,-0.00011997407582595744,-0.026364213683269938
CARR,Carrier Global,Industrials,-0.04539647529349876,-0.00011331431584099991,-0.027888639915828285
CTVA,Corteva,Materials,-0.0360470935343871,-0.00011015957308775764,-0.05637188250897416
PLD,Prologis,Real Estate,-0.0926309422266694,-0.00010632158071011476,-0.06822671108872075
MET,MetLife,Financials,-0.06687407231498334,-0.00010558481831429538,-0.06532044519684531
SYK,Stryker Corporation,Health Care,-0.013891772474335578,-0.00010435549711877063,-0.055167999478758924
HBAN,Huntington Bancshares,Financials,-0.10498892143317336,-0.00010346096108068001,-0.04327053221011276
META,Meta Platforms,Communication Services,-0.09739073144533078,-0.00010342064440624266,0.027220933646479983
HD,Home Depot (The),Consumer Discretionary,-0.0266430251024219,-0.00010103723582508441,-0.006454935565694334
GNRC,Generac,Industrials,-0.08841563346605098,-9.86129504388032e-05,-0.06456154241673341
AMP,Ameriprise Financial,Financials,-0.0696318684279491,-9.691799985954442e-05,0.0015564923794803565
AMGN,Amgen,Health Care,0.009501204333231322,-8.416306814231888e-05,-0.09627567900035364
TROW,T. Rowe Price,Financials,-0.06781682309378256,-8.350170850373426e-05,-0.003136550774821334
SHW,Sherwin-Williams,Materials,-0.0287048267747303,-8.11720501591031e-05,-0.032035758042808116
STLD,Steel Dynamics,Materials,-0.06617430259509431,-7.926959241339983e-05,0.012245909398102453
ELV,Elevance Health,Health Care,0.045209178331691725,-7.861833999087561e-05,-0.03671710991352284
PCAR,Paccar,Industrials,-0.062228207387438755,-7.843498827598901e-05,-0.03964532006629629
