symbol,name,sector,sub_industry,degree_centrality,weighted_degree,betweenness,eigenvector,closeness
LHX,L3Harris,Industrials,Aerospace & Defense,0.05,9.084465721343516,0.00023246492985971943,0.01772372607619049,0.1372127402869584
LII,Lennox International,Industrials,Building Products,0.014,2.744248890124095,0.0010661322645290582,0.00021936016176918142,0.11218677140588958
LIN,Linde plc,Materials,Industrial Gases,0.128,22.206378359271238,0.0035751503006012024,0.04664876695654863,0.15611684510895368
LITE,Lumentum,Information Technology,Communications Equipment,0.194,37.021415882302286,0.0006012024048096192,0.06361401785894469,0.16453077084428055
LLY,Lilly (Eli),Health Care,Pharmaceuticals,0.0,0.0,0.0,4.297616962637649e-15,0.0
LMT,Lockheed Martin,Industrials,Aerospace & Defense,0.11,20.03683926458645,0.002965931863727455,0.04204770356436065,0.15342625921456568
LNT,Alliant Energy,Utilities,Electric Utilities,0.342,77.09264074362741,0.002813627254509018,0.13256854920387606,0.20042511273905955
LOW,Lowe's,Consumer Discretionary,Home Improvement Retail,0.034,7.495562929075126,0.00038476953907815633,0.0006083843056670532,0.11901078301143539
LRCX,Lam Research,Information Technology,Semiconductor Materials & Equipment,0.264,54.49968353279012,0.008080160320641282,0.09096023147625511,0.17885402612996973
LULU,Lululemon Athletica,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",0.0,0.0,0.0,4.297616962637649e-15,0.0
LUV,Southwest Airlines,Industrials,Passenger Airlines,0.01,1.9025257402639804,0.0,0.001635867583697427,0.11350343054829119
LVS,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,0.002,0.6017863783953799,0.0,1.3806333955430767e-06,0.08380784620202343
LYB,LyondellBasell,Materials,Specialty Chemicals,0.028,5.803688209480428,0.00047294589178356714,2.2462936702024064e-05,0.09612809177849654
LYV,Live Nation Entertainment,Communication Services,Movies & Entertainment,0.0,0.0,0.0,4.297616962637649e-15,0.0
MA,Mastercard,Financials,Transaction & Payment Processing Services,0.028,5.366492983969734,0.0,0.006434456557185421,0.12517074900403155
MAA,Mid-America Apartment Communities,Real Estate,Multi-Family Residential REITs,0.228,46.25823979881339,0.004296593186372745,0.08452490847908792,0.1720565140476254
MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0.014,2.753768028412269,0.0003687374749498998,0.0011282798856452132,0.10803624651238136
MAS,Masco,Industrials,Building Products,0.048,10.3580235166667,0.013258517034068136,0.0005710115757900241,0.1310296398022125
MCD,McDonald's,Consumer Discretionary,Restaurants,0.292,57.36138502245014,0.006973947895791583,0.09997466294015686,0.1863650074394215
MCHP,Microchip Technology,Information Technology,Semiconductors,0.182,36.380136978205634,0.0031182364729458916,0.07033919711490506,0.16958304497185117
MCK,McKesson Corporation,Health Care,Health Care Distributors,0.124,22.846177379950305,2.404809619238477e-05,0.04789128225825883,0.15658143031683686
MCO,Moody's Corporation,Financials,Financial Exchanges & Data,0.02,4.490202507328561,0.0001843687374749499,0.0013299508359196548,0.1192703404652657
MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,0.274,56.19432697448984,0.0005531062124248497,0.0992280250526786,0.18622030257645472
MDT,Medtronic,Health Care,Health Care Equipment,0.106,18.679176125554797,0.00036072144288577156,0.041502713926449136,0.15183232029201996
MET,MetLife,Financials,Life & Health Insurance,0.054,11.077806515055046,0.0012104208416833667,0.005571098046479005,0.12442261402154789
META,Meta Platforms,Communication Services,Interactive Media & Services,0.018000000000000002,3.0385851399859494,9.619238476953908e-05,0.002425669406857371,0.12441397592419401
MGM,MGM Resorts,Consumer Discretionary,Casinos & Gaming,0.03,5.044866346097883,0.010356713426853707,0.010652513541167067,0.1340686439801616
MKC,McCormick & Company,Consumer Staples,Packaged Foods & Meats,0.21,39.68423029954943,0.0,0.07496351662087816,0.16890510542236115
MLM,Martin Marietta Materials,Materials,Construction Materials,0.008,1.8613280316072012,0.00046492985971943886,0.00010025405449657066,0.10470079350518531
MMM,3M,Industrials,Industrial Conglomerates,0.002,0.46419151061244107,0.0,9.078430663840158e-14,0.0009283830212248821
MNST,Monster Beverage,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,0.088,15.349232356260071,0.0,0.03533039018731291,0.14960614257091076
MO,Altria,Consumer Staples,Tobacco,0.29,60.269822341817616,0.03927855711422846,0.10723998248475508,0.19322451367970947
MOS,Mosaic Company (The),Materials,Fertilizers & Agricultural Chemicals,0.006,1.2391301274227384,0.0,0.00010016554439780396,0.09710219191220196
MPC,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,0.036000000000000004,8.57798365508827,0.0,3.6349901478584225e-05,0.09942783728123154
MPWR,Monolithic Power Systems,Information Technology,Semiconductors,0.246,49.82911349239412,0.0023967935871743486,0.08801706743779991,0.17779219557270878
MRK,Merck & Co.,Health Care,Pharmaceuticals,0.06,10.616005522363919,0.004697394789579158,0.017316202506304623,0.14365903463535482
MRNA,Moderna,Health Care,Biotechnology,0.002,0.310697996534173,0.0,0.0004521480806465841,0.10354480789073248
MRSH,Marsh McLennan,Financials,Insurance Brokers,0.252,50.15687351394704,0.012392785571142284,0.08073266387909499,0.17675053434201338
MS,Morgan Stanley,Financials,Investment Banking & Brokerage,0.14400000000000002,28.025703412458544,0.007655310621242485,0.03511995457163011,0.15389634901187532
MSCI,MSCI Inc.,Financials,Financial Exchanges & Data,0.012,2.4765424899635655,0.0,0.000654262905596684,0.11388855320525168
MSFT,Microsoft,Information Technology,Systems Software,0.026000000000000002,4.51672597164435,0.0012585170340681363,0.001108971667763176,0.11482549799620845
MSI,Motorola Solutions,Information Technology,Communications Equipment,0.048,7.919290215999439,0.0,0.019804781053741446,0.13737306646058733
MTB,M&T Bank,Financials,Regional Banks,0.048,12.951343062418019,0.0,0.00468777428797513,0.12952637670783038
MTD,Mettler Toledo,Health Care,Life Sciences Tools & Services,0.016,3.9396840230899874,0.0043126252505010015,0.00014697550025112759,0.10461352823182596
MU,Micron Technology,Information Technology,Semiconductors,0.23600000000000002,44.95032325038728,9.619238476953908e-05,0.0771298418153982,0.16891590316410773
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0.092,16.284765479302425,6.412825651302605e-05,0.0358611026412575,0.14759818645557515
NDAQ,"Nasdaq, Inc.",Financials,Financial Exchanges & Data,0.026000000000000002,5.246596069519814,0.0019639278557114226,0.0013418437675898167,0.12136126072167852
NDSN,Nordson Corporation,Industrials,Industrial Machinery & Supplies & Components,0.008,1.4740885921994882,0.0,0.00018837773075201268,0.11230142266176088
NEE,NextEra Energy,Utilities,Multi-Utilities,0.126,26.338994509017283,0.007134268537074148,0.05797702786492807,0.16505730604232016
NEM,Newmont,Materials,Gold,0.002,0.376356374073453,0.0,8.133452069677035e-05,0.09653578341726607
NFLX,Netflix,Communication Services,Movies & Entertainment,0.004,0.614192307748052,0.00011222444889779559,0.00014502148969047947,0.10385233205361304
NI,NiSource,Utilities,Multi-Utilities,0.17,38.52268014119382,0.00312625250501002,0.07988500688314133,0.17968941020573329
NKE,"Nike, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",0.0,0.0,0.0,4.297616962637649e-15,0.0
NOC,Northrop Grumman,Industrials,Aerospace & Defense,0.12,22.356797491455712,0.006853707414829659,0.0456092461524721,0.15533415212350662
NOW,ServiceNow,Information Technology,Systems Software,0.032,6.735390617731525,0.006645290581162325,0.00047908857372564465,0.11237038118476655
NRG,NRG Energy,Utilities,Independent Power Producers & Energy Traders,0.078,14.87487573626406,0.0,0.02201881729145482,0.1434663649210485
NSC,Norfolk Southern,Industrials,Rail Transportation,0.004,1.2420522015281872,0.0,2.1373799905023763e-07,0.07767472731343983
NTAP,NetApp,Information Technology,"Technology Hardware, Storage & Peripherals",0.038,6.291931040273507,0.0,0.014567806770517727,0.13419226784834204
NTRS,Northern Trust,Financials,Asset Management & Custody Banks,0.042,8.113969442673369,3.2064128256513025e-05,0.002905095002595265,0.11396590022581951
NUE,Nucor,Materials,Steel,0.004,1.110904296718165,4.008016032064128e-05,0.0005941368050969216,0.11158267956368167
NVDA,Nvidia,Information Technology,Semiconductors,0.216,40.85696073221484,0.012897795591182364,0.06550253697521852,0.16991874681234012
NVR,"NVR, Inc.",Consumer Discretionary,Homebuilding,0.034,7.678875080633753,0.0016272545090180361,0.0009088132028524598,0.11997767655292141
NWS,News Corp (Class B),Communication Services,Publishing,0.006,1.6087934219271474,0.0,9.78097798234352e-12,0.0026106005421984296
NWSA,News Corp (Class A),Communication Services,Publishing,0.006,1.598750798087953,0.0,9.740799303624676e-12,0.0025788819199412663
NXPI,NXP Semiconductors,Information Technology,Semiconductors,0.182,37.076764492926806,0.0017875751503006012,0.07232573811079426,0.16793053363049562
O,Realty Income,Real Estate,Retail REITs,0.35000000000000003,74.69303064259351,0.013034068136272545,0.1226413119829782,0.19875917922229894
ODFL,Old Dominion,Industrials,Cargo Ground Transportation,0.014,2.560373662809239,0.004080160320641283,0.0001476566407097988,0.1026124413020183
OKE,Oneok,Energy,Oil & Gas Storage & Transportation,0.044,10.058143510984674,0.003751503006012024,0.00035300914197139606,0.11815773041793705
OMC,Omnicom Group,Communication Services,Advertising,0.0,0.0,0.0,4.297616962637649e-15,0.0
ON,ON Semiconductor,Information Technology,Semiconductors,0.162,31.42394983007964,0.0001683366733466934,0.061371195727923836,0.1619898190473917
ORCL,Oracle Corporation,Information Technology,Application Software,0.028,4.851006565354831,0.0001683366733466934,0.0047134153460156375,0.12303956461555988
ORLY,O’Reilly Automotive,Consumer Discretionary,Automotive Retail,0.214,40.32375577825408,0.007166332665330661,0.07553904741146919,0.17126935202100432
OTIS,Otis Worldwide,Industrials,Industrial Machinery & Supplies & Components,0.038,6.104618581696174,0.0,0.014459704631240279,0.13279880569239025
OXY,Occidental Petroleum,Energy,Oil & Gas Exploration & Production,0.04,11.075961542209992,0.0,4.804239920068185e-05,0.10574927879809824
PANW,Palo Alto Networks,Information Technology,Systems Software,0.018000000000000002,3.627868731849974,1.6032064128256513e-05,0.0001492226196144135,0.11017400832645795
PAYX,Paychex,Industrials,Human Resource & Employment Services,0.1,18.012374730769448,0.0017875751503006012,0.019324084267321618,0.14578626772993417
PCAR,Paccar,Industrials,Construction Machinery & Heavy Transportation Equipment,0.002,0.3213324268227177,0.0,8.323841643011586e-05,0.09360785337214331
PCG,PG&E Corporation,Utilities,Multi-Utilities,0.062,12.50694019082545,0.0,0.030459083288917395,0.14429729171853564
PEG,Public Service Enterprise Group,Utilities,Electric Utilities,0.084,18.60942527219528,0.005322645290581162,0.04117603387283556,0.1615570665344198
PEP,PepsiCo,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,0.308,63.020009150734836,0.009394789579158316,0.10384735629306112,0.19090475756801015
PFE,Pfizer,Health Care,Pharmaceuticals,0.04,7.433201747921301,0.014460921843687375,0.008743688789959497,0.14117083240418501
PFG,Principal Financial Group,Financials,Life & Health Insurance,0.032,6.106391500283566,0.0,0.002079919667623316,0.11137147399926267
PG,Procter & Gamble,Consumer Staples,Personal Care Products,0.35000000000000003,73.84816620712257,0.014533066132264528,0.11987817780372786,0.19839383907561575
PGR,Progressive Corporation,Financials,Property & Casualty Insurance,0.228,44.769881538022396,0.002404809619238477,0.07734328219594029,0.1731348119910911
PH,Parker Hannifin,Industrials,Industrial Machinery & Supplies & Components,0.17,30.002367137955034,0.006084168336673346,0.0539188923235638,0.16230334990686918
PHM,PulteGroup,Consumer Discretionary,Homebuilding,0.032,8.093813910791349,0.0013386773547094189,0.0003378030761443419,0.12103466447133142
PKG,Packaging Corporation of America,Materials,Paper & Plastic Packaging Products & Materials,0.006,1.195786546349574,0.0007615230460921844,1.749471996278927e-05,0.0927263076885515
PLD,Prologis,Real Estate,Industrial REITs,0.016,2.7861129140266163,0.0,0.0024496189940589187,0.1148767947499853
PLTR,Palantir Technologies,Information Technology,Application Software,0.042,6.995014673260145,0.0072304609218436875,0.008806837954945777,0.13366135457221104
PM,Philip Morris International,Consumer Staples,Tobacco,0.188,36.59185404528136,0.009162324649298597,0.07288234284261884,0.17496839270254355
PNC,PNC Financial Services,Financials,Diversified Banks,0.048,12.878693232457179,0.0,0.004669775615575762,0.12813769782538423
PNR,Pentair,Industrials,Industrial Machinery & Supplies & Components,0.004,0.6105874020315505,0.0,0.0001358008886579725,0.10109621903064399
PNW,Pinnacle West Capital,Utilities,Multi-Utilities,0.34600000000000003,77.50254030275542,0.0006813627254509017,0.13168978253893798,0.20232595170285417
PODD,Insulet Corporation,Health Care,Health Care Equipment,0.0,0.0,0.0,4.297616962637649e-15,0.0
POOL,Pool Corporation,Consumer Discretionary,Distributors,0.022,4.685746962173148,0.0,0.00025235238426807576,0.11177341695584923
PPG,PPG Industries,Materials,Specialty Chemicals,0.03,5.114923721496345,0.0015070140280561122,0.0003047914237947804,0.11626857349988791
PPL,PPL Corporation,Utilities,Electric Utilities,0.33,73.88592894670629,0.00105811623246493,0.12758363583820614,0.19826178382363002
PRU,Prudential Financial,Financials,Life & Health Insurance,0.052000000000000005,10.436500855279132,0.0002004008016032064,0.004348528289654744,0.11874675463322584
PSA,Public Storage,Real Estate,Self-Storage REITs,0.168,33.08012646258844,0.008080160320641282,0.05923066598569918,0.164569568363548
PSKY,Paramount Skydance Corporation,Communication Services,Movies & Entertainment,0.002,0.3007373610370878,0.0,3.521637277385359e-14,0.0006014747220741757
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,0.038,9.676516693346429,0.0,4.043954744977411e-05,0.10230776964394998
PTC,PTC Inc.,Information Technology,Application Software,0.006,0.9813344033327316,0.0,7.225395002231448e-06,0.08048177531391117
PWR,Quanta Services,Industrials,Construction & Engineering,0.084,18.022226117849293,0.0009298597194388777,0.02077962270260901,0.14773852785692282
PYPL,PayPal,Financials,Transaction & Payment Processing Services,0.004,0.6195450131560867,3.2064128256513025e-05,0.00011589221284471164,0.09486614514899111
QCOM,Qualcomm,Information Technology,Semiconductors,0.122,23.408859420306015,0.0,0.04967032238378775,0.15687921199541918
RCL,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0.062,11.211227026164128,3.2064128256513025e-05,0.023810835504968125,0.14149880833314335
REG,Regency Centers,Real Estate,Retail REITs,0.21,41.919980509992556,0.005226452905811623,0.07760394988910273,0.16926118408377547
REGN,Regeneron Pharmaceuticals,Health Care,Biotechnology,0.006,1.0192259426788242,0.0,0.00014347402773241341,0.09491665170890413
RF,Regions Financial Corporation,Financials,Regional Banks,0.052000000000000005,13.869974414914052,8.817635270541082e-05,0.005544918519774876,0.13145030153799228
RJF,Raymond James Financial,Financials,Investment Banking & Brokerage,0.054,10.297172560076383,0.0021002004008016033,0.005168341479697732,0.12530514481655144
RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",0.07200000000000001,12.032495307654228,0.007134268537074148,0.02589766453956591,0.1436638029138623
RMD,ResMed,Health Care,Health Care Equipment,0.0,0.0,0.0,4.297616962637649e-15,0.0
ROK,Rockwell Automation,Industrials,Electrical Components & Equipment,0.046,7.640156478331909,0.0,0.01695470861313943,0.13596747264834683
ROL,"Rollins, Inc.",Industrials,Environmental & Facilities Services,0.146,25.848737674034076,0.0020841683366733467,0.05100730573804186,0.16017902446874557
ROP,Roper Technologies,Information Technology,Electronic Equipment & Instruments,0.04,6.972305716886076,8.016032064128256e-06,0.004121226020967057,0.12308461323097959
ROST,Ross Stores,Consumer Discretionary,Apparel Retail,0.002,0.5354476258301389,0.0,0.00039067852050711873,0.1113155522648795
RSG,Republic Services,Industrials,Environmental & Facilities Services,0.28200000000000003,57.228927465288905,0.021867735470941882,0.09730647618896415,0.19115147324612078
RTX,RTX Corporation,Industrials,Aerospace & Defense,0.008,1.9814044878876782,0.0,0.0012773545954490623,0.12185928632476616
RVTY,Revvity,Health Care,Health Care Equipment,0.018000000000000002,4.439885347310259,0.002196392785571142,0.0001527087278797277,0.10482389506376392
SATS,EchoStar,Communication Services,Wireless Telecommunication Services,0.0,0.0,0.0,4.297616962637649e-15,0.0
SBAC,SBA Communications,Real Estate,Telecom Tower REITs,0.166,33.444864019506745,0.0,0.06881660228518542,0.1680213340669673
SBUX,Starbucks,Consumer Discretionary,Restaurants,0.0,0.0,0.0,4.297616962637649e-15,0.0
SCHW,Charles Schwab Corporation,Financials,Investment Banking & Brokerage,0.016,3.041622859786983,0.0001282565130260521,0.0005256101676591487,0.10805312564049356
SHW,Sherwin-Williams,Materials,Specialty Chemicals,0.026000000000000002,4.991233216879541,0.0004008016032064128,0.0006480532857883076,0.11504009139378389
SJM,J.M. Smucker Company (The),Consumer Staples,Packaged Foods & Meats,0.14400000000000002,27.464065029081105,0.0,0.059097920940362696,0.1616223252177307
SLB,Schlumberger,Energy,Oil & Gas Equipment & Services,0.03,7.262396787626122,0.0,3.2266692092000435e-05,0.09893116654091998
SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",0.042,7.097132925165819,0.0,0.010484113822069086,0.1306320132373383
SNA,Snap-on,Industrials,Industrial Machinery & Supplies & Components,0.002,0.31726323431266623,0.0,1.3558408551608857e-05,0.08884440766039342
SNPS,Synopsys,Information Technology,Application Software,0.01,1.9771367187972115,0.0,0.004086737397900484,0.1298180865490444
SO,Southern Company,Utilities,Electric Utilities,0.382,87.21358208335214,0.012953907815631263,0.1413897702568215,0.21143882638611072
SOLV,Solventum,Health Care,Health Care Technology,0.0,0.0,0.0,4.297616962637649e-15,0.0
SPG,Simon Property Group,Real Estate,Retail REITs,0.018000000000000002,3.449230648667072,0.0,0.003071980436268826,0.11919787176203615
SPGI,S&P Global,Financials,Financial Exchanges & Data,0.026000000000000002,5.927194634493095,0.003503006012024048,0.0020387406253510737,0.12671263819083528
SRE,Sempra,Utilities,Multi-Utilities,0.05,10.173852864910177,0.0,0.02523102204459924,0.14287502953483766
STE,Steris,Health Care,Health Care Equipment,0.004,0.6270638691849788,0.0,0.0004508495524487897,0.1026229225716414
STLD,Steel Dynamics,Materials,Steel,0.01,2.028621933979767,0.00156312625250501,0.0038007286394409023,0.124136191511845
STT,State Street Corporation,Financials,Asset Management & Custody Banks,0.052000000000000005,10.621928198148394,0.0003366733466933868,0.0039005312633028275,0.1186088624594295
STX,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals",0.048,9.419747983555755,0.00012024048096192384,0.01139784118449717,0.13580899679225056
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,0.042,7.457399822088388,8.016032064128256e-06,0.014197421183073131,0.13576059347310074
SW,Smurfit Westrock,Materials,Paper & Plastic Packaging Products & Materials,0.006,1.2614489667013937,0.004569138276553106,0.0004670097615880292,0.1087139095178129
SWK,Stanley Black & Decker,Industrials,Industrial Machinery & Supplies & Components,0.1,17.529105427477376,0.055318637274549096,0.01948101980338678,0.1578557749200037
SWKS,Skyworks Solutions,Information Technology,Semiconductors,0.042,7.377500535178549,0.0035751503006012024,0.014742071375417371,0.1337642958188374
SYF,Synchrony Financial,Financials,Consumer Finance,0.202,41.51341705932586,0.02826452905811623,0.06399841405528515,0.1673411487257211
SYK,Stryker Corporation,Health Care,Health Care Equipment,0.014,2.4342824013300213,0.0017074148296593187,0.0011261801088044482,0.11810662519804703
SYY,Sysco,Consumer Staples,Food Distributors,0.08,13.750617294201957,0.0,0.0337249656351411,0.14315885232505884
T,AT&T,Communication Services,Integrated Telecommunication Services,0.244,49.51479827578529,0.004521042084168337,0.09426032322583748,0.18014186018496506
TAP,Molson Coors Beverage Company,Consumer Staples,Brewers,0.124,21.537362212345954,1.6032064128256513e-05,0.04437532034336118,0.14862670187781796
TDG,TransDigm Group,Industrials,Aerospace & Defense,0.004,0.6802723837839558,8.817635270541082e-05,2.056931288999119e-05,0.08418633908177378
TDY,Teledyne Technologies,Information Technology,Electronic Equipment & Instruments,0.0,0.0,0.0,4.297616962637649e-15,0.0
TECH,Bio-Techne,Health Care,Life Sciences Tools & Services,0.018000000000000002,4.481956695892177,0.00012024048096192384,7.739172743813439e-05,0.10107436149044054
TEL,TE Connectivity,Information Technology,Electronic Manufacturing Services,0.06,10.375010016817512,2.404809619238477e-05,0.016295734482083348,0.1382968431871803
TER,Teradyne,Information Technology,Semiconductor Materials & Equipment,0.234,43.432108441957894,0.006597194388777555,0.07091776882244924,0.1667654390725603
TFC,Truist Financial,Financials,Diversified Banks,0.05,13.12326484195424,0.0,0.0055158244368228625,0.1308345943855694
TGT,Target Corporation,Consumer Staples,Consumer Staples Merchandise Retail,0.002,0.3324510763767055,0.0,1.1122499732157823e-06,0.07643719063997903
TJX,TJX Companies,Consumer Discretionary,Apparel Retail,0.084,14.533619686247661,0.0035751503006012024,0.03238455088820044,0.14494622691377984
TKO,TKO Group Holdings,Communication Services,Movies & Entertainment,0.0,0.0,0.0,4.297616962637649e-15,0.0
TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,0.02,5.044333189245619,0.004072144288577154,8.746739313585252e-05,0.10377001612920449
TMUS,T-Mobile US,Communication Services,Wireless Telecommunication Services,0.166,31.88692000253585,3.2064128256513025e-05,0.06608712781233073,0.16668191987369027
TPL,Texas Pacific Land Corporation,Energy,Oil & Gas Exploration & Production,0.022,3.915496487908144,0.0,1.1982240083446262e-05,0.0888719441905454
TPR,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",0.004,0.8214709570801038,0.0,0.0003021495372623612,0.10961650602593839
TRGP,Targa Resources,Energy,Oil & Gas Storage & Transportation,0.04,8.794768493835436,0.003222444889779559,0.0003295682814024728,0.11585904392008473
TRMB,Trimble Inc.,Information Technology,Electronic Equipment & Instruments,0.108,19.32860550176175,0.0,0.04353269227649658,0.1530729408989292
TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,0.018000000000000002,3.010905235645331,5.6112224448897796e-05,0.0036124610960603385,0.12551042102481264
TRV,Travelers Companies (The),Financials,Property & Casualty Insurance,0.136,27.001304662272588,0.0,0.050919811560654255,0.1576526213599876
TSCO,Tractor Supply,Consumer Discretionary,Other Specialty Retail,0.004,0.6836710184864225,0.0,0.0009308595870845338,0.1104780177617302
TSLA,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,0.026000000000000002,4.194492962088169,0.0,0.009773936787282824,0.1329889162495323
TSN,Tyson Foods,Consumer Staples,Packaged Foods & Meats,0.192,35.49381067553708,0.0,0.06980493028672675,0.16636879483748535
TT,Trane Technologies,Industrials,Building Products,0.03,5.942635190915782,0.002412825651302605,0.004533851068150813,0.13134924804572792
TTD,Trade Desk (The),Communication Services,Advertising,0.0,0.0,0.0,4.297616962637649e-15,0.0
TTWO,Take-Two Interactive,Communication Services,Interactive Home Entertainment,0.0,0.0,0.0,4.297616962637649e-15,0.0
TXN,Texas Instruments,Information Technology,Semiconductors,0.024,5.390229439208483,0.0,0.008907166798206797,0.1369247210501866
TXT,Textron,Industrials,Aerospace & Defense,0.0,0.0,0.0,4.297616962637649e-15,0.0
TYL,Tyler Technologies,Information Technology,Application Software,0.038,6.304118542728101,0.003438877755511022,0.002652674919867877,0.11793641346263264
UAL,United Airlines Holdings,Industrials,Passenger Airlines,0.122,21.529128066290074,0.0008577154308617235,0.04127818752887639,0.1528069130414862
UBER,Uber,Industrials,Passenger Ground Transportation,0.0,0.0,0.0,4.297616962637649e-15,0.0
UDR,"UDR, Inc.",Real Estate,Multi-Family Residential REITs,0.136,27.541555462579897,0.00014428857715430862,0.05139670511506677,0.15537927944498242
UHS,Universal Health Services,Health Care,Health Care Facilities,0.004,1.0161904735153562,0.0,0.0009145765361779218,0.11949855793098509
ULTA,Ulta Beauty,Consumer Discretionary,Other Specialty Retail,0.0,0.0,0.0,4.297616962637649e-15,0.0
UNH,UnitedHealth Group,Health Care,Managed Health Care,0.01,2.2738271363040172,0.0,0.00017867889374172685,0.10171137149133204
UNP,Union Pacific Corporation,Industrials,Rail Transportation,0.006,1.4492916346344336,0.004913827655310621,1.3687918819042075e-05,0.08951880067688864
UPS,United Parcel Service,Industrials,Air Freight & Logistics,0.004,0.7556433603104562,0.0007535070140280561,2.2824501130647328e-05,0.08848159884457178
URI,United Rentals,Industrials,Trading Companies & Distributors,0.05,8.035585769768721,0.004833667334669339,0.019107430945199212,0.14173178689738158
USB,U.S. Bancorp,Financials,Diversified Banks,0.048,12.053808440782579,0.0,0.0043993913795198885,0.12716150345553137
V,Visa Inc.,Financials,Transaction & Payment Processing Services,0.036000000000000004,6.552233370584683,0.0,0.008068206546396955,0.12553895320333494
VICI,Vici Properties,Real Estate,Hotel & Resort REITs,0.254,51.75963070511056,0.0018517034068136272,0.09571235816998665,0.18050110608141692
VLO,Valero Energy,Energy,Oil & Gas Refining & Marketing,0.038,8.996868750679486,0.0,3.703696834429039e-05,0.10003918984746774
VLTO,Veralto,Industrials,Environmental & Facilities Services,0.004,0.6256802602146726,0.0,0.0007273450638495501,0.10757684422071886
VMC,Vulcan Materials Company,Materials,Construction Materials,0.004,1.2858805930243045,0.0,0.00010146054167472181,0.10491545660163798
VRSK,Verisk Analytics,Industrials,Research & Consulting Services,0.184,33.21549760512152,0.016993987975951905,0.0521933784758835,0.16434227605977936
VRSN,Verisign,Information Technology,Internet Services & Infrastructure,0.028,4.578295634725689,0.0,0.006492816430705554,0.13071024001251724
VRT,Vertiv,Industrials,Electrical Components & Equipment,0.254,51.19418948376964,0.01944689378757515,0.07868085116000027,0.17587599410227506
VRTX,Vertex Pharmaceuticals,Health Care,Biotechnology,0.004,0.6103109077224744,0.00011222444889779559,0.00019686838945289593,0.09725124839578786
VST,Vistra Corp.,Utilities,Electric Utilities,0.11800000000000001,23.240605743160888,0.005915831663326653,0.031990147559353234,0.15711795152841215
VTR,Ventas,Real Estate,Health Care REITs,0.2,40.71787559996075,0.00015230460921843687,0.07874967070255008,0.17599324673292593
VTRS,Viatris,Health Care,Pharmaceuticals,0.0,0.0,0.0,4.297616962637649e-15,0.0
VZ,Verizon,Communication Services,Integrated Telecommunication Services,0.26,51.82137348399753,0.0028537074148296594,0.0946519058245014,0.1826303805989477
WAB,Wabtec,Industrials,Construction Machinery & Heavy Transportation Equipment,0.012,2.0795875383078073,0.0,0.0023535361602878024,0.1232876473964818
WAT,Waters Corporation,Health Care,Life Sciences Tools & Services,0.014,3.376054637669856,0.0,6.172614305585975e-06,0.08867611290877164
WBD,Warner Bros. Discovery,Communication Services,Broadcasting,0.002,0.3007373610370878,0.0,3.521637277385359e-14,0.0006014747220741757
WDAY,"Workday, Inc.",Information Technology,Application Software,0.026000000000000002,4.867107258005124,0.00012024048096192384,0.00029311895038951143,0.10387382255516693
WDC,Western Digital,Information Technology,"Technology Hardware, Storage & Peripherals",0.162,29.661749620296586,0.001434869739478958,0.04642516798135183,0.15622523609948563
WEC,WEC Energy Group,Utilities,Electric Utilities,0.374,85.75076509576033,0.012360721442885771,0.1411209017564037,0.20830234087375338
WELL,Welltower,Real Estate,Health Care REITs,0.198,40.91040782812053,0.0020200400801603205,0.07703036611608217,0.17759383322841812
WFC,Wells Fargo,Financials,Diversified Banks,0.054,13.34658518161995,0.0,0.005570838715706864,0.13020833762490355
WM,Waste Management,Industrials,Environmental & Facilities Services,0.266,51.737725453748155,0.007783567134268537,0.09000664990964242,0.18577613799328888
WMB,Williams Companies,Energy,Oil & Gas Storage & Transportation,0.036000000000000004,7.447564229470638,0.0024208416833667334,0.006762944886509154,0.1371265552958511
WMT,Walmart,Consumer Staples,Consumer Staples Merchandise Retail,0.06,10.341914133400373,0.0,0.025205735853924077,0.13999347992609695
WRB,W. R. Berkley Corporation,Financials,Property & Casualty Insurance,0.20600000000000002,42.1972484183486,0.0008657314629258516,0.07788990196027777,0.17235228753387574
