symbol,name,sector,event_day_return,model_predicted,actual_post_event
AMZN,Amazon,Consumer Discretionary,-0.041839920325843556,-0.0005142435986771331,0.029253653701891234
MCK,McKesson Corporation,Health Care,-0.028039516406720554,-0.0005075272585358319,-0.1129026570801979
LMT,Lockheed Martin,Industrials,-0.006196575585778102,-0.0004872651510681395,0.011376601074102578
JCI,Johnson Controls,Industrials,-0.025690631091843975,-0.00047749323961149786,0.030868353222475296
SMCI,Supermicro,Information Technology,-0.025652422244208776,-0.00046975657813090664,-0.17724601151153682
BX,Blackstone Inc.,Financials,-0.026967034652572233,-0.00046847858674512106,0.008763913256362367
NTAP,NetApp,Information Technology,-0.029321022432102235,-0.00043343110366240675,0.030747974501070623
PCG,PG&E Corporation,Utilities,-0.033133982776983616,-0.0004161869067653965,0.017256354447271874
MNST,Monster Beverage,Consumer Staples,-0.02233633944798424,-0.0004043730620753065,-0.11449447452501292
CAT,Caterpillar Inc.,Industrials,-0.012765316648541351,-0.00039276307408057644,0.05931647157993243
BMY,Bristol Myers Squibb,Health Care,-0.024492732191218308,-0.00037743354617057897,-0.015671648954862307
FDS,FactSet,Financials,-0.031163658414732207,-0.0003764514816214477,0.004816213003621026
MSFT,Microsoft,Information Technology,-0.03320208824135818,-0.0003707910743098857,0.0189016158429042
EIX,Edison International,Utilities,-0.02112830169576531,-0.0003616228524388813,0.014543079411299243
EXR,Extra Space Storage,Real Estate,-0.03837462828817269,-0.00035831527952752396,0.02758604177264595
KVUE,Kenvue,Consumer Staples,-0.034048036416042454,-0.00035733000705931445,0.15548487673942019
META,Meta Platforms,Communication Services,-0.025751739908586955,-0.0003559186253196794,0.06883445861070989
VRSN,Verisign,Information Technology,-0.049637655647836676,-0.0003540983982621311,-0.007586622448440187
TJX,TJX Companies,Consumer Discretionary,-0.03828778187435262,-0.00035052796654388486,0.009414641886764108
IT,Gartner,Information Technology,-0.04659454855316719,-0.0003485006726527641,0.045989285947506266
WY,Weyerhaeuser,Real Estate,-0.01940577257983547,-0.0003427233780542725,-0.0009640633681831472
