symbol,name,sector,event_day_return,model_predicted,actual_post_event
EXR,Extra Space Storage,Real Estate,0.03444199145628494,0.005658750053386403,0.03645530215803812
RSG,Republic Services,Industrials,0.017156835466722847,0.004533265935493229,0.027205842109306825
PSA,Public Storage,Real Estate,0.02609357414101989,0.0043618308382167015,0.029955133837859874
WM,Waste Management,Industrials,0.008298093085967451,0.004162258267193981,0.042164084091145554
ATO,Atmos Energy,Utilities,0.04347781451961698,0.004153615275449022,0.020396113930183105
AVY,Avery Dennison,Materials,0.022468705378769948,0.003971347466291475,0.0255163063752731
AEE,Ameren,Utilities,0.02436453833144093,0.0038976729929767477,0.011016614225246843
PGR,Progressive Corporation,Financials,0.011060845692855587,0.0038073920854850276,-0.008629344903676343
KMI,Kinder Morgan,Energy,0.008468393220947272,0.0037959698036479647,0.003960219322507517
ALLE,Allegion,Industrials,0.04401565358511581,0.003763103626393323,0.06611248872009173
COR,Cencora,Health Care,-0.0016653727793219531,0.0037527849350523154,0.015110570079973682
PLTR,Palantir Technologies,Information Technology,0.009086015826035767,-0.0035663765829337907,0.036587305739100684
HOOD,Robinhood Markets,Financials,-0.02509089733336549,-0.00345491353656509,0.11110615223475438
ITW,Illinois Tool Works,Industrials,0.025852804077015304,0.0034245359412879922,0.05389408903744511
