clustering,avg_path_length,sigma,modularity,nmi,gamma,bootstrap_id
0.5510484157272981,2.54247227997228,4.385691145981215,0.29886231754318104,0.3847324242467584,1.8964636942862656,63
0.5201457056204639,2.598474856089657,4.436413812128906,0.32469189250362956,0.40005226099387886,2.64408352170448,64
0.5848421534844483,2.411032644903398,3.636670154831156,0.20763312384137128,0.3183161122742188,1.5407129365271146,65
0.5635005032742694,2.529688587334725,4.31503486859479,0.28790482191128036,0.35167912149612146,2.931160565074092,66
0.5257208978171732,2.761122661122661,4.545657037948753,0.3475177858553222,0.38246340240538174,2.5270575046537216,67
0.5280551174078442,2.7700528785283383,4.915198449824408,0.35844563221174647,0.4300255522963176,1.8159254091587,68
0.5803737134560094,2.493551642929236,3.762623253441138,0.22658701924427485,0.30574101051170793,2.9446856886061306,69
0.6140634615208901,2.349857181541042,3.2289620174581892,0.1623359562011381,0.35163235242058355,1.4676806328695844,70
0.5562297878673356,2.4927366040361867,3.8093067448720217,0.24284608915368608,0.3385711580141035,2.9449886007722266,71
0.5571821647184377,2.5444039250920496,4.124490191165958,0.2688641582629602,0.3565254548152022,1.6572362590006744,72
0.5221778533709115,2.5794066004944995,3.963971156204498,0.2650148360063794,0.35655346790137554,1.8477816345362994,73
0.5389820865124333,2.552622733303848,3.9785436140920507,0.24458299237910447,0.3491601424669773,1.6409994073004373,74
0.5219274692972287,2.6536579221994314,4.493037823693661,0.31503754778232607,0.40980937119219546,2.9870173066964476,75
0.5530592597979688,2.5637374860956617,4.015724268113579,0.2595619837848294,0.33522536493339045,2.9995314345793296,76
0.5343366980225511,2.6497267019017934,4.362642569940253,0.2691924426455675,0.37051177555311715,1.6451801571532894,77
0.5260145262633806,2.647342473640649,4.362953479608699,0.29886921162946184,0.38592687828489386,1.8125289711259858,78
0.5051933233325743,2.5754890003162125,4.343351849910143,0.3166054406150582,0.3390769088180411,2.757676019435467,79
0.560417851225069,2.622651565622918,4.096260876045826,0.2500854478055491,0.3492511369942908,1.5884699662702,80
0.5440131543415625,2.6139474657787645,4.607494876787421,0.3213358109700711,0.37396496876583474,2.2135794918560014,81
0.593380031648294,2.415583853083853,3.8158816782692138,0.2225428954118827,0.35936661049645524,1.5891594541321918,82
0.5946244727004334,2.3789650597080936,3.5862081350700894,0.20464853837578637,0.3787393654205872,1.531406413620422,83
0.57069899815389,2.546042316297588,3.906841317537379,0.23000998391079575,0.377676104650806,2.9981437081596694,84
0.5334220909719326,2.5899096764906977,4.505257578949175,0.3085010319854448,0.3608371208676768,1.8613814720084747,85
0.522918479438273,2.6907571032571034,4.283970662250864,0.26975034178695684,0.3504258405062318,2.9979580524230487,86
0.5463613953954258,2.6344469065851355,3.6960330981241496,0.2510533635251733,0.3727957935647677,1.6258407650490398,87
0.5219476919777655,2.702904639291684,5.248571183014077,0.3725678498052366,0.38475835077960424,1.938828411481436,88
0.5204642440917048,2.611414054348319,4.911069031565755,0.3290015613884569,0.38282523970381066,2.039730183470189,89
0.5737447555016131,2.5641684881929265,3.8075635285502067,0.22863033686460824,0.3426531288438256,1.5725029631089722,90
0.5247973057967298,2.6362453158165984,4.543292497596622,0.2922065312813547,0.3702542850699167,2.9364962331492253,91
0.5395795731167945,2.528540989121902,3.817272326036281,0.25879150324143535,0.30768123735610853,1.65984484016933,92
0.531355227648755,2.5720375779584748,4.365058331773856,0.30103180405659896,0.3651487815758474,1.76005204267677,93
0.5105666716802723,2.72332577638634,4.517952001591201,0.2855586948698177,0.3605230264446237,2.398760285750897,94
0.5292899229880852,2.645652366209642,4.32852337302651,0.29493533085806317,0.35617864676881816,2.9685452827703886,95
0.5183855355517584,2.6129676991569575,3.798675442886456,0.2464806474069958,0.39699743397299353,2.9884906142080965,96
